source,target,weight
4183,5215,0.7996155001264252
4183,5659,0.7854089162832568
4183,5950,0.7868837823608301
4183,6452,0.7446106969501641
4183,11429,0.7499897221189475
4183,53843,0.7700246329485331
4183,84587,0.7177839033382196
4183,85003,0.7288963647873786
4183,85207,0.8039941180357267
4183,85288,0.7880776824440807
4183,109648,0.7864051546645617
4183,117812,0.7000865661134958
4183,117937,0.7335666577914213
4183,177784,0.8177999269508762
4183,177887,0.8015484223823361
4183,177890,0.8121146009322614
4183,177892,0.8453033720424308
4183,178043,0.8472355363267942
4183,178087,0.7663484904674457
4183,178102,0.7663484904674457
4183,178121,0.8045248165290432
4183,178150,0.7768794173555907
4186,54049,0.7148677915657452
4186,144800,0.7201010354779138
4214,4966,0.7024453277334274
4214,5018,0.7746769260283984
4214,5171,0.8620441545127842
4214,49799,0.765585991943634
4214,56038,0.7000155998025559
4214,82806,0.7342815077962945
4214,83085,0.7398911311135068
4214,83324,0.7164115708770793
4214,83341,0.7541944657752322
4214,84167,0.7318779612237192
4214,176701,0.7499449657244774
4214,176841,0.7614327896350352
4214,176890,0.8031032742151762
4214,177083,0.7622317147193803
4214,177402,0.7157570849219008
4223,4511,0.7022462261310339
4223,4966,0.7382329731902484
4223,5002,0.9575026712391721
4223,5110,0.8449357133182487
4223,5146,0.9411821050090531
4223,5253,0.7953078774179475
4223,5532,0.9430895977678841
4223,5581,0.8432740427115677
4223,5730,0.738024966423108
4223,5732,0.9355285539274979
4223,6194,0.7016464154456235
4223,6312,0.870571500132014
4223,6336,0.745907903714021
4223,6341,0.8182949172224503
4223,6375,0.7167829363048327
4223,6414,0.8717797887081348
4223,6496,0.8728715609439696
4223,6826,0.9108400680852977
4223,7312,0.7692191581126586
4223,24609,0.8268982305947231
4223,53670,0.7360390425936808
4223,79748,0.9260129588726067
4223,117527,0.7565207207824755
4223,117539,0.9108400680852977
4223,117614,0.8956685895029602
4223,118005,0.8067793113007158
4223,118030,0.9333333333333332
4223,118071,0.8432740427115678
4223,118072,0.966509914145434
4223,118112,0.9320589306096472
4223,118163,0.9108400680852977
4223,118327,0.8921541830280325
4223,118440,0.7309879850882874
4223,118481,0.8200308120580014
4223,118490,0.9338860922407369
4223,118623,0.7561739400116049
4223,118823,0.9622504486493763
4223,118907,0.8480264949694748
4302,4511,0.7109879874295674
4302,6196,0.7909745072591965
4302,118005,0.7173408126041328
4441,5166,0.7129614315007635
4441,22798,0.8676256802902165
4441,23695,0.8833442542200546
4441,23861,0.7007424477744468
4441,24226,0.8384161045909181
4441,24590,0.7014692403136338
4441,72565,0.8335813814793289
4441,84584,0.8608502682095653
4441,135030,0.7492502740437328
4441,135112,0.8518405232779163
4441,135248,0.7525931823155068
4441,135250,0.7694911868406319
4441,135284,0.7282269896377772
4441,135814,0.7014692403136338
4472,4691,1.0
4472,4908,1.0
4472,5330,0.8320502943378437
4472,5581,0.7071067811865475
4472,5733,1.0
4472,5800,0.9486832980505138
4472,6408,1.0
4472,6501,1.0
4472,7292,1.0
4472,10778,0.9045340337332909
4472,117538,0.7071067811865475
4472,117591,1.0
4472,117594,1.0
4472,117687,0.9128709291752769
4472,117691,1.0
4472,118071,0.7071067811865476
4472,118391,1.0
4472,118440,0.8528028654224417
4472,118583,1.0
4472,118663,1.0
4479,118912,0.793732940173338
4509,24813,0.799391697973078
4509,38288,0.8773384834252591
4509,92838,0.8499341502148815
4509,92908,0.8551861104941366
4509,92950,0.7997867519620919
4509,93019,0.7997867519620919
4509,93175,0.7053456158585982
4509,93176,0.8741733835330449
4509,93203,0.7735449421179451
4509,93228,0.8430345976890355
4509,93240,0.7583695524672999
4509,93333,0.810380415552133
4509,93522,0.8910122481167482
4509,93622,0.8361131616389975
4509,93669,0.8294507991961522
4509,93766,0.8551861104941366
4509,93816,0.8499341502148815
4509,93876,0.7051549561400567
4509,93923,0.8464147390303178
4509,93991,0.8799792478996178
4509,94038,0.7183254632931731
4509,94074,0.8201443872394653
4509,94215,0.8489300929828411
4509,94271,0.8832324170271164
4509,94468,0.7836277781380071
4509,118189,0.8450053234644445
4509,145409,0.7330166661378313
4509,182945,0.8216674050549697
4509,185887,0.8499341502148815
4509,185908,0.8703337797889487
4509,185909,0.9053265735030821
4509,185971,0.7935266266772987
4509,185992,0.8013457919445266
4509,186161,0.7287174110725736
4509,186241,0.8776644387963863
4509,186264,0.86386842558136
4509,186320,0.8812815976004461
4509,186448,0.7053456158585983
4509,186647,0.7306300434557335
4509,186655,0.7454415623288668
4509,186672,0.7997867519620919
4509,186689,0.8172704955627953
4509,186752,0.8832324170271165
4509,186798,0.8566128748552096
4509,186861,0.8738138633107517
4511,5002,0.7265206933837347
4511,6196,0.7229571136549038
4511,6312,0.7199848425839167
4511,6919,0.7335732934980741
4511,53670,0.8102789402237134
4511,79748,0.7041416864060288
4511,117527,0.7699410068945886
4511,118005,0.7322589534474221
4511,118072,0.7238499843343708
4635,5659,0.780144063335179
4635,10041,0.7151746655545557
4635,85207,0.7431162541154444
4656,5110,0.7118186107675585
4656,24609,0.7106159885095094
4656,79748,0.7005048523407115
4656,117987,0.7442149893992434
4656,118481,0.7157556669658667
4656,118907,0.742105293592065
4691,4908,1.0
4691,5330,0.8320502943378437
4691,5581,0.7071067811865475
4691,5733,1.0
4691,5800,0.9486832980505138
4691,6408,1.0
4691,6501,1.0
4691,7292,1.0
4691,10778,0.9045340337332909
4691,117538,0.7071067811865475
4691,117591,1.0
4691,117594,1.0
4691,117687,0.9128709291752769
4691,117691,1.0
4691,118071,0.7071067811865476
4691,118391,1.0
4691,118440,0.8528028654224417
4691,118583,1.0
4691,118663,1.0
4763,27454,0.8041877125988509
4763,31964,0.856966801072085
4763,32857,0.9212339585911934
4763,32907,0.8344453193282677
4763,54935,0.710342794860297
4763,54964,0.7878657654117758
4763,55247,0.7071864201940179
4763,55480,0.7050804374959928
4763,55529,0.7283522704513026
4763,55626,0.7928244846978096
4763,55630,0.7201282732828771
4763,55736,0.7402361548903376
4763,62609,0.7466175474372413
4763,136937,0.711032578766831
4763,139708,0.7470973102065751
4763,154260,0.8104190071315783
4763,154536,0.7142011908176085
4763,154649,0.7077122372834491
4763,154707,0.7414853193764244
4763,154809,0.7725537248022277
4763,154859,0.7327696205763344
4763,154891,0.7300481782981492
4763,154899,0.7327696205763344
4763,154955,0.7813798806414067
4763,155219,0.7388123147827509
4763,155230,0.733768380898076
4763,155353,0.7249735113635332
4763,155379,0.7654888137405738
4770,89760,0.7677220130992007
4805,26423,0.7234405952698086
4868,80627,0.7022026786178946
4908,5330,0.8320502943378437
4908,5581,0.7071067811865475
4908,5733,1.0
4908,5800,0.9486832980505138
4908,6408,1.0
4908,6501,1.0
4908,7292,1.0
4908,10778,0.9045340337332909
4908,117538,0.7071067811865475
4908,117591,1.0
4908,117594,1.0
4908,117687,0.9128709291752769
4908,117691,1.0
4908,118071,0.7071067811865476
4908,118391,1.0
4908,118440,0.8528028654224417
4908,118583,1.0
4908,118663,1.0
4966,5002,0.7077055701947125
4966,5018,0.7329727482352261
4966,5146,0.7066428220544094
4966,5171,0.7121230207513778
4966,5331,0.7358152880667926
4966,5532,0.7078383972965654
4966,5732,0.7054049573444703
4966,6616,0.8751623602676193
4966,79748,0.7071102124028984
4966,117527,0.7672778002005732
4966,118072,0.725659029894884
4966,118490,0.7033814884087743
4966,118823,0.7133560202270693
5002,5110,0.8661452806557559
5002,5146,0.8403423861215253
5002,5253,0.7738240361552381
5002,5532,0.9235337820142758
5002,5730,0.769564401808736
5002,5732,0.8779574597872278
5002,5770,0.7267259287636948
5002,6312,0.7393764042411242
5002,6341,0.7800795296714753
5002,6414,0.875336436597108
5002,6496,0.9006761900808803
5002,6826,0.8671765039550274
5002,24609,0.8097517479246057
5002,53670,0.7187491063558953
5002,79748,0.9308009580854244
5002,117527,0.7561084985922336
5002,117539,0.8671765039550274
5002,117614,0.7796409699946416
5002,118005,0.7954687369843801
5002,118030,0.8124265089302066
5002,118072,0.9696662132478597
5002,118112,0.9127318457158601
5002,118163,0.8671765039550274
5002,118327,0.8875220918509532
5002,118481,0.8144171816147497
5002,118490,0.903354805462633
5002,118623,0.754859834063709
5002,118823,0.866913530097518
5002,118907,0.754732095904842
5018,6616,0.7290417515940482
5018,8490,0.7717039072629486
5018,27028,0.7509224222827657
5018,49765,0.7704522465474251
5018,79446,0.7466600578090885
5018,82754,0.7163749142474607
5018,82806,0.9233649433034123
5018,83056,0.8588081400283849
5018,83085,0.9038808589435565
5018,83099,0.8882967062031504
5018,83324,0.9408750722807699
5018,83341,0.8194139053194542
5018,83342,0.9008192992138133
5018,83634,0.9285564161399795
5018,83735,0.8501044615977587
5018,83818,0.8398853429386018
5018,84167,0.9054018396051547
5018,135476,0.792524807360959
5018,176616,0.8501044615977587
5018,176677,0.8700373403328229
5018,176701,0.9017416521423771
5018,176743,0.7870881478300723
5018,176841,0.8673080971584466
5018,176890,0.8823884230967526
5018,176957,0.8019188576800396
5018,177045,0.8736697099750007
5018,177083,0.8802225415513967
5018,177139,0.9091219567475187
5018,177258,0.8502651466878618
5018,177363,0.8283409496784712
5018,177402,0.9275400104503356
5110,5146,0.7524408137461771
5110,5532,0.8522615563201086
5110,5732,0.8183168442605668
5110,6072,0.8469452574687045
5110,6341,0.7266790349151949
5110,6414,0.8017616316404713
5110,6496,0.8332410819045248
5110,6826,0.8000110805626162
5110,24609,0.9131098693519052
5110,79748,0.8592026795683381
5110,117527,0.783205689830346
5110,117539,0.8000110805626162
5110,117614,0.7322060191300408
5110,117987,0.8134591113542928
5110,118005,0.7364686297118535
5110,118030,0.73347610858265
5110,118072,0.8761746721765766
5110,118112,0.8496495148377624
5110,118163,0.8000110805626162
5110,118327,0.8076567118142681
5110,118481,0.9315680207395364
5110,118490,0.8418385189617084
5110,118823,0.7971249482058393
5146,5253,0.7430256485058697
5146,5532,0.8309489698388165
5146,5581,0.9191450300180579
5146,5732,0.8740284488750759
5146,6194,0.7647748927656913
5146,6312,0.9338366113496058
5146,6336,0.7862158588810497
5146,6341,0.7529182012619254
